url,language,type,handle,policy_group,scope_priority,matched_terms,language_mismatch_flags,other_flags,mapping_status,suggested_policy_011B
https://www.matchwalls.com/de/collections/papierpapier-kleine-muster-matchwalswallpapers,de,collections,papierpapier-kleine-muster-matchwalswallpapers,sample_collection_or_listing,PRIORITARIO,de_muster,de_muster_non_product,,NO_ES_PRODUCTO_MUESTRA,REVISAR_COLECCION; NO_APLICAR_POLITICA_DE_PRODUCTO_MUESTRA
https://www.matchwalls.com/de/pages/installation-und-wandproben,de,pages,installation-und-wandproben,sample_information_page,PRIORITARIO,de_probe,,,NO_ES_PRODUCTO_MUESTRA,MANTENER_INDEXABLE_SI_CONTENIDO_UTIL_Y_LOCALIZADO; REVISAR_CALIDAD_EDITORIAL
https://www.matchwalls.com/en/pages/installation-and-mural-samples,en,pages,installation-and-mural-samples,sample_information_page,PRIORITARIO,en_sample,,,NO_ES_PRODUCTO_MUESTRA,MANTENER_INDEXABLE_SI_CONTENIDO_UTIL_Y_LOCALIZADO; REVISAR_CALIDAD_EDITORIAL
https://www.matchwalls.com/en/pages/request-your-sample,en,pages,request-your-sample,sample_information_page,PRIORITARIO,en_sample,,,NO_ES_PRODUCTO_MUESTRA,MANTENER_INDEXABLE_SI_CONTENIDO_UTIL_Y_LOCALIZADO; REVISAR_CALIDAD_EDITORIAL
https://www.matchwalls.com/pages/instalacion-y-muestras-murales,es,pages,instalacion-y-muestras-murales,sample_information_page,PRIORITARIO,es_muestra,,,NO_ES_PRODUCTO_MUESTRA,MANTENER_INDEXABLE_SI_CONTENIDO_UTIL_Y_LOCALIZADO; REVISAR_CALIDAD_EDITORIAL
https://www.matchwalls.com/pages/muestras,es,pages,muestras,sample_information_page,PRIORITARIO,es_muestra,,,NO_ES_PRODUCTO_MUESTRA,MANTENER_INDEXABLE_SI_CONTENIDO_UTIL_Y_LOCALIZADO; REVISAR_CALIDAD_EDITORIAL
https://www.matchwalls.com/fr/pages/demandez-votre-echantillon,fr,pages,demandez-votre-echantillon,sample_information_page,PRIORITARIO,fr_echantillon,,,NO_ES_PRODUCTO_MUESTRA,MANTENER_INDEXABLE_SI_CONTENIDO_UTIL_Y_LOCALIZADO; REVISAR_CALIDAD_EDITORIAL
https://www.matchwalls.com/fr/pages/echantillons-dinstallation-et-murale,fr,pages,echantillons-dinstallation-et-murale,sample_information_page,PRIORITARIO,fr_echantillon,,,NO_ES_PRODUCTO_MUESTRA,MANTENER_INDEXABLE_SI_CONTENIDO_UTIL_Y_LOCALIZADO; REVISAR_CALIDAD_EDITORIAL
https://www.matchwalls.com/it/pages/richiedi-il-tuo-campione,it,pages,richiedi-il-tuo-campione,sample_information_page,FUERA_ALCANCE_PRIORITARIO,it_campione,out_of_priority_language,,NO_ES_PRODUCTO_MUESTRA,MANTENER_INDEXABLE_SI_CONTENIDO_UTIL_Y_LOCALIZADO; REVISAR_CALIDAD_EDITORIAL
https://www.matchwalls.com/pt/pages/amostras-de-instalacao-e-mural,pt,pages,amostras-de-instalacao-e-mural,sample_information_page,FUERA_ALCANCE_PRIORITARIO,pt_amostra,out_of_priority_language,,NO_ES_PRODUCTO_MUESTRA,MANTENER_INDEXABLE_SI_CONTENIDO_UTIL_Y_LOCALIZADO; REVISAR_CALIDAD_EDITORIAL
https://www.matchwalls.com/pt/pages/solicite-sua-amostra,pt,pages,solicite-sua-amostra,sample_information_page,FUERA_ALCANCE_PRIORITARIO,pt_amostra,out_of_priority_language,,NO_ES_PRODUCTO_MUESTRA,MANTENER_INDEXABLE_SI_CONTENIDO_UTIL_Y_LOCALIZADO; REVISAR_CALIDAD_EDITORIAL
