product_id_public,url_count,languages,priority_language_count,out_of_priority_language_count,representative_title,representative_url,product_types,available_values,exact_mapping_url_count,exact_mapping_languages,es_mapping_status,es_inferred_main_url,admin_seo_hidden_status,approved_policy_011B,anomaly_count,anomaly_flags,priority_anomaly_count,priority_anomaly_flags,all_urls
8554043474147,7,es|en|fr|de|nl|it|pt,5,2,Muestra Abstract Curves Negro,https://www.matchwalls.com/products/muestra-abstract-curves-negro,Mural|Murale|Muurschildering|Wandgemälde,True,2,es|en,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/abstract-curves-negro,NO ACCESIBLE,NOINDEX_POR_DEFECTO_PARA_PRODUCTO_MUESTRA_CONFIRMADO; EXCEPCIONES_SOLO_CON_EVIDENCIA,3,nl_non_nl_sample_term_detected|out_of_priority_language,1,nl_non_nl_sample_term_detected,https://www.matchwalls.com/products/muestra-abstract-curves-negro | https://www.matchwalls.com/en/products/black-curves-abstract-sample-1 | https://www.matchwalls.com/fr/products/courbes-noires-echantillon-abstrait | https://www.matchwalls.com/de/products/schwarze-kurven-abstrakte-probe | https://www.matchwalls.com/nl/products/black-curves-abstract-sample | https://www.matchwalls.com/it/products/curve-nere-campione-astratto | https://www.matchwalls.com/pt/products/curvas-pretas-amostra-abstrata
14835716227448,7,es|en|fr|de|nl|it|pt,5,2,Muestra de Cityscape Confetti Azul,https://www.matchwalls.com/products/muestra-de-cityscape-confetti-azul,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,True,2,es|en,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/cityscape-confetti-azul,NO ACCESIBLE,NOINDEX_POR_DEFECTO_PARA_PRODUCTO_MUESTRA_CONFIRMADO; EXCEPCIONES_SOLO_CON_EVIDENCIA,3,nl_non_nl_sample_term_detected|out_of_priority_language,1,nl_non_nl_sample_term_detected,https://www.matchwalls.com/products/muestra-de-cityscape-confetti-azul | https://www.matchwalls.com/en/products/cityscape-confetti-blue-sample | https://www.matchwalls.com/fr/products/echantillon-bleu-confetti-cityscape | https://www.matchwalls.com/de/products/cityscape-confetti-blue-probe | https://www.matchwalls.com/nl/products/cityscape-confetti-blue-sample-2 | https://www.matchwalls.com/it/products/campione-blu-di-coriandoli-di-citta | https://www.matchwalls.com/pt/products/amostra-azul-de-confete-da-cidade
14835716456824,7,es|en|fr|de|nl|it|pt,5,2,Muestra de Cityscape Confetti Beige,https://www.matchwalls.com/products/muestra-de-cityscape-confetti-beige,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,True,4,es|en|de|nl,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/cityscape-confetti-beige,NO ACCESIBLE,NOINDEX_POR_DEFECTO_PARA_PRODUCTO_MUESTRA_CONFIRMADO; EXCEPCIONES_SOLO_CON_EVIDENCIA,3,nl_non_nl_sample_term_detected|out_of_priority_language,1,nl_non_nl_sample_term_detected,https://www.matchwalls.com/products/muestra-de-cityscape-confetti-beige | https://www.matchwalls.com/en/products/cityscape-confetti-beige-sample | https://www.matchwalls.com/fr/products/echantillon-beige-de-confettis-urbain | https://www.matchwalls.com/de/products/cityscape-confetti-beige-probe | https://www.matchwalls.com/nl/products/cityscape-confetti-beige-sample-1 | https://www.matchwalls.com/it/products/campione-di-coriandoli-del-paesaggio-urbano | https://www.matchwalls.com/pt/products/amostra-de-confete-bege-da-paisagem-urbana
14835715998072,7,es|en|fr|de|nl|it|pt,5,2,Muestra de Cityscape Confetti Multicolor,https://www.matchwalls.com/products/muestra-de-cityscape-confetti-multicolor,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,True,1,es,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/cityscape-confetti-multicolor,NO ACCESIBLE,NOINDEX_POR_DEFECTO_PARA_PRODUCTO_MUESTRA_CONFIRMADO; EXCEPCIONES_SOLO_CON_EVIDENCIA,3,nl_non_nl_sample_term_detected|out_of_priority_language,1,nl_non_nl_sample_term_detected,https://www.matchwalls.com/products/muestra-de-cityscape-confetti-multicolor | https://www.matchwalls.com/en/products/cityscape-confetti-multicolor-sample | https://www.matchwalls.com/fr/products/echantillon-multicolore-confetti-de-paysage-urbain | https://www.matchwalls.com/de/products/multicolor-probe-von-stadtlandschaft-konfetti | https://www.matchwalls.com/nl/products/cityscape-confetti-multicolor-sample-1 | https://www.matchwalls.com/it/products/campione-multicolore-coriandolo-urbano | https://www.matchwalls.com/pt/products/amostra-multicolor-de-confete-da-cidade
14835716358520,7,es|en|fr|de|nl|it|pt,5,2,Muestra de Cityscape Confetti Rosa,https://www.matchwalls.com/products/muestra-de-cityscape-confetti-rosa,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,True,1,es,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/cityscape-confetti-rosa,NO ACCESIBLE,NOINDEX_POR_DEFECTO_PARA_PRODUCTO_MUESTRA_CONFIRMADO; EXCEPCIONES_SOLO_CON_EVIDENCIA,3,nl_non_nl_sample_term_detected|out_of_priority_language,1,nl_non_nl_sample_term_detected,https://www.matchwalls.com/products/muestra-de-cityscape-confetti-rosa | https://www.matchwalls.com/en/products/cityscape-confetti-pink-sample | https://www.matchwalls.com/fr/products/echantillon-rose-de-confettis-cityscape | https://www.matchwalls.com/de/products/cityscape-confetti-pink-probe | https://www.matchwalls.com/nl/products/cityscape-confetti-pink-sample-1 | https://www.matchwalls.com/it/products/campione-rosa-coriandoli-di-citta | https://www.matchwalls.com/pt/products/amostra-rosa-de-confete-da-cidade
14835716555128,7,es|en|fr|de|nl|it|pt,5,2,Muestra de Cityscape Confetti Verde,https://www.matchwalls.com/products/muestra-de-cityscape-confetti-verde,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,True,2,es|en,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/cityscape-confetti-verde,NO ACCESIBLE,NOINDEX_POR_DEFECTO_PARA_PRODUCTO_MUESTRA_CONFIRMADO; EXCEPCIONES_SOLO_CON_EVIDENCIA,3,nl_non_nl_sample_term_detected|out_of_priority_language,1,nl_non_nl_sample_term_detected,https://www.matchwalls.com/products/muestra-de-cityscape-confetti-verde | https://www.matchwalls.com/en/products/cityscape-confetti-green-sample | https://www.matchwalls.com/fr/products/cityscape-confetti-green-echantillon | https://www.matchwalls.com/de/products/cityscape-confetti-green-probe | https://www.matchwalls.com/nl/products/cityscape-confetti-green-sample-2 | https://www.matchwalls.com/it/products/campione-verde-coriandoli-del-paesaggio-urbano | https://www.matchwalls.com/pt/products/amostra-verde-da-paisagem-da-cidade
14835721503096,7,es|en|fr|de|nl|it|pt,5,2,Muestra de Clásico Contemporáneo  Gris,https://www.matchwalls.com/products/muestra-de-clasico-contemporaneo-gris,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,True,4,es|en|fr|it,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/clasico-contemporaneo-gris,NO ACCESIBLE,NOINDEX_POR_DEFECTO_PARA_PRODUCTO_MUESTRA_CONFIRMADO; EXCEPCIONES_SOLO_CON_EVIDENCIA,3,nl_non_nl_sample_term_detected|out_of_priority_language,1,nl_non_nl_sample_term_detected,https://www.matchwalls.com/products/muestra-de-clasico-contemporaneo-gris | https://www.matchwalls.com/en/products/gray-contemporary-classic-sample | https://www.matchwalls.com/fr/products/echantillon-classique-contemporain-gris | https://www.matchwalls.com/de/products/graue-zeitgenossische-klassische-probe | https://www.matchwalls.com/nl/products/grijs-eigentijdse-klassieke-sample | https://www.matchwalls.com/it/products/campione-classico-contemporaneo-grigio | https://www.matchwalls.com/pt/products/amostra-classica-contemporanea-cinza
14835721798008,7,es|en|fr|de|nl|it|pt,5,2,Muestra de Clásico Contemporáneo Azul,https://www.matchwalls.com/products/muestra-de-clasico-contemporaneo-azul,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,True,3,es|fr|it,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/clasico-contemporaneo-azul,NO ACCESIBLE,NOINDEX_POR_DEFECTO_PARA_PRODUCTO_MUESTRA_CONFIRMADO; EXCEPCIONES_SOLO_CON_EVIDENCIA,3,nl_non_nl_sample_term_detected|out_of_priority_language,1,nl_non_nl_sample_term_detected,https://www.matchwalls.com/products/muestra-de-clasico-contemporaneo-azul | https://www.matchwalls.com/en/products/blue-contemporary-classic-sample | https://www.matchwalls.com/fr/products/echantillon-classique-contemporain-bleu | https://www.matchwalls.com/de/products/blue-contemporary-classic-probe | https://www.matchwalls.com/nl/products/blauw-eigentijdse-klassieke-sample | https://www.matchwalls.com/it/products/campione-classico-blu-contemporaneo | https://www.matchwalls.com/pt/products/amostra-classica-contemporanea-azul
14835721961848,7,es|en|fr|de|nl|it|pt,5,2,Muestra de Clásico Contemporáneo Beige,https://www.matchwalls.com/products/muestra-de-clasico-contemporaneo-beige,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,True,1,es,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/clasico-contemporaneo-beige,NO ACCESIBLE,NOINDEX_POR_DEFECTO_PARA_PRODUCTO_MUESTRA_CONFIRMADO; EXCEPCIONES_SOLO_CON_EVIDENCIA,3,nl_non_nl_sample_term_detected|out_of_priority_language,1,nl_non_nl_sample_term_detected,https://www.matchwalls.com/products/muestra-de-clasico-contemporaneo-beige | https://www.matchwalls.com/en/products/beige-contemporary-classic-sample | https://www.matchwalls.com/fr/products/echantillon-classique-contemporain-beige | https://www.matchwalls.com/de/products/beige-zeitgenossische-klassische-probe | https://www.matchwalls.com/nl/products/beige-hedendaagse-klassieke-sample | https://www.matchwalls.com/it/products/campione-classico-contemporaneo-beige | https://www.matchwalls.com/pt/products/amostra-classica-contemporanea-bege
14835721699704,7,es|en|fr|de|nl|it|pt,5,2,Muestra de Clásico Contemporáneo Rosa,https://www.matchwalls.com/products/muestra-de-clasico-contemporaneo-rosa,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,True,1,es,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/clasico-contemporaneo-rosa,NO ACCESIBLE,NOINDEX_POR_DEFECTO_PARA_PRODUCTO_MUESTRA_CONFIRMADO; EXCEPCIONES_SOLO_CON_EVIDENCIA,3,nl_non_nl_sample_term_detected|out_of_priority_language,1,nl_non_nl_sample_term_detected,https://www.matchwalls.com/products/muestra-de-clasico-contemporaneo-rosa | https://www.matchwalls.com/en/products/rose-contemporary-classic-sample | https://www.matchwalls.com/fr/products/echantillon-classique-contemporain-rose | https://www.matchwalls.com/de/products/rose-contemporary-classic-probe | https://www.matchwalls.com/nl/products/rose-contemporary-classic-sample-1 | https://www.matchwalls.com/it/products/campione-classico-contemporaneo-di-rose | https://www.matchwalls.com/pt/products/amostra-classica-contemporanea-rosa
