country,lang,url,http,canonical_ok,noindex_absent,robots_googlebot_allowed,jsonld_parse_ok,webpage_ok,faqpage_ok,faq_visible_ok,breadcrumb_ok,google_breadcrumb_rr_candidate,google_faq_rr_candidate,geo_aeo_candidate,status,notes
Spain,ES,https://www.matchwalls.com/pages/papel-pintado-espana,200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,VERIFICADO Y CORRECTO,"FAQ no longer Google rich-result candidate as of 2026; kept for schema.org/GEO/AEO"
Spain,EN,https://www.matchwalls.com/en/pages/spain-wallpaper,200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,VERIFICADO Y CORRECTO,"FAQ no longer Google rich-result candidate as of 2026; kept for schema.org/GEO/AEO"
Spain,FR,https://www.matchwalls.com/fr/pages/papier-peint-en-espagne,200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,VERIFICADO Y CORRECTO,"FAQ no longer Google rich-result candidate as of 2026; kept for schema.org/GEO/AEO"
Spain,DE,https://www.matchwalls.com/de/pages/spanien-tapete,200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,VERIFICADO Y CORRECTO,"FAQ no longer Google rich-result candidate as of 2026; kept for schema.org/GEO/AEO"
Spain,NL,https://www.matchwalls.com/nl/pages/spanje-behang,200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,VERIFICADO Y CORRECTO,"FAQ no longer Google rich-result candidate as of 2026; kept for schema.org/GEO/AEO"
France,ES,https://www.matchwalls.com/pages/papel-pintado-francia,200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,VERIFICADO Y CORRECTO,"FAQ no longer Google rich-result candidate as of 2026; kept for schema.org/GEO/AEO"
France,EN,https://www.matchwalls.com/en/pages/french-wallpaper,200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,VERIFICADO Y CORRECTO,"FAQ no longer Google rich-result candidate as of 2026; kept for schema.org/GEO/AEO"
France,FR,https://www.matchwalls.com/fr/pages/papier-peint-en-france,200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,VERIFICADO Y CORRECTO,"FAQ no longer Google rich-result candidate as of 2026; kept for schema.org/GEO/AEO"
France,DE,https://www.matchwalls.com/de/pages/franzosische-tapete,200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,VERIFICADO Y CORRECTO,"FAQ no longer Google rich-result candidate as of 2026; kept for schema.org/GEO/AEO"
France,NL,https://www.matchwalls.com/nl/pages/frans-behang,200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,VERIFICADO Y CORRECTO,"FAQ no longer Google rich-result candidate as of 2026; kept for schema.org/GEO/AEO"
