group,id,path,target
pathPages,gid://shopify/UrlRedirect/405087486179,/pages/sobre-nosotros-1,/pages/sobre-nosotros
pathPages,gid://shopify/UrlRedirect/405088796899,/pages/como-tomar-medidas-paredes-y-techos-boton,/pages/medidas-paredes
pathPages,gid://shopify/UrlRedirect/409984762083,/pages/medidas-paredes-techos,/pages/medidas-paredes
pathPages;targetHome,gid://shopify/UrlRedirect/412625207523,/pages/facade-variants/test,/
pathProducts,gid://shopify/UrlRedirect/408237834467,/products/poster-de-papel-mate-calidad-museo-con-marco-de-madera,/products/echoing-corridor-3
pathProducts,gid://shopify/UrlRedirect/408370151651,/products/endless-horizon-3,/products/echoing-corridor
pathProducts,gid://shopify/UrlRedirect/408471535843,/products/blue-dot-harmony-gris-copia,/products/blue-dot-harmony-rosa-1
pathProducts,gid://shopify/UrlRedirect/408474484963,/products/rusted-horizon-marron-copia,/products/ember-glow-marron
pathProducts,gid://shopify/UrlRedirect/408506761443,/products/punto-de-conexion-negro-copia,/products/punto-de-conexion-blanco-negro
pathProducts,gid://shopify/UrlRedirect/408513249507,/products/ethereal-groves-azul-copia,/products/ethereal-flow-blanco-negro
pathProducts,gid://shopify/UrlRedirect/408513315043,/products/ethereal-flow-blanco-y-negro-copia,/products/ethereal-flow-verde
pathProducts,gid://shopify/UrlRedirect/408513380579,/products/ethereal-flow-verde-copia,/products/ethereal-flow-azul
pathProducts,gid://shopify/UrlRedirect/408514101475,/products/linear-dynamics-rojo-copia,/products/linear-dynamics-rosa-2
pathProducts,gid://shopify/UrlRedirect/408514134243,/products/linear-dynamics-azul-marino-copia,/products/linear-dynamics-azul-blanco
pathProducts,gid://shopify/UrlRedirect/408514429155,/products/urban-sketch-beige-copia,/products/melodic-flow
pathProducts,gid://shopify/UrlRedirect/408525799651,/products/muestra-de-enchanted-garden-symphony-multicolor-copia,/products/muestra-de-enchanted-garden-symphony-negro-copia
pathProducts,gid://shopify/UrlRedirect/408525930723,/products/urban-geometrico,/products/urban-geometrico-beige
pathProducts,gid://shopify/UrlRedirect/408525996259,/products/urban-geometrico-beige-copia,/products/urban-geometrico-gris
pathProducts,gid://shopify/UrlRedirect/408531534051,/products/vetasde-luz-blanco,/products/vetas-de-luz-blanco
pathProducts,gid://shopify/UrlRedirect/408531763427,/products/muestra-eternal-marble-elegance-multicolor,/products/muestra-aurora-maritima-rosa
pathProducts,gid://shopify/UrlRedirect/408531796195,/products/abismo-dorado-negro-copia,/products/eternal-marble-elegance
pathProducts,gid://shopify/UrlRedirect/410313523427,/products/botanical-grid-marron-copy,/products/floral-cascade-rosa
pathProducts,gid://shopify/UrlRedirect/410313556195,/products/muestra-de-floral-cascade-rosa-copy,/products/muestra-de-floral-cascade-lila
pathProducts,gid://shopify/UrlRedirect/410313588963,/products/floral-cascade-rosa-copy-1,/products/floral-cascade-lila
pathProducts,gid://shopify/UrlRedirect/410313654499,/products/muestra-de-botanical-grid-marron-copy,/products/muestra-de-floral-cascade-rosa
pathProducts,gid://shopify/UrlRedirect/410314997987,/products/muestra-de-spectrum-grid-multicolor-copy,/products/muestra-de-spectrum-grid-multicolor-1
pathProducts,gid://shopify/UrlRedirect/412616229091,/products/muestra-desnudos-blanco-y-negro,/collections/muestras
pathProducts,gid://shopify/UrlRedirect/417046331619,/products/sombras-tropicales-blanco-y-negro-copy,/products/sombras-tropicales-blanco-y-negro-2
pathCollections,gid://shopify/UrlRedirect/405254897891,/collections/kids,/collections/kids-rollos
pathCollections,gid://shopify/UrlRedirect/405255127267,/collections/elegancia-asegurada,/collections/elegancia-asegurada-murales
pathCollections,gid://shopify/UrlRedirect/408478843107,/collections/patrones-grandes-rollos,/collections/papel-pintado-estampado-grande
pathCollections,gid://shopify/UrlRedirect/408478875875,/collections/patrones-pequenos-rollos,/collections/papel-pintado-estampados-pequenos
pathCollections,gid://shopify/UrlRedirect/408478908643,/collections/rayas-rollos,/collections/papel-pintado-rayas
pathCollections,gid://shopify/UrlRedirect/408478974179,/collections/semi-lisos-rollos,/collections/semi-lisos-papel-pintado
pathCollections,gid://shopify/UrlRedirect/408479006947,/collections/moderno-rollos,/collections/moderno-papel-pintado
pathCollections,gid://shopify/UrlRedirect/408602673379,/collections/mas-vendidos-mural,/collections/murales-mas-vendidos-mural
pathCollections,gid://shopify/UrlRedirect/408719425763,/collections/lienzos-artista,/collections/lienzos-abstractos
pathCollections,gid://shopify/UrlRedirect/410026868963,/collections/murales-mvp,/collections/murales
pathCollections,gid://shopify/UrlRedirect/410027000035,/collections/papeles-pintados,/collections/murales
pathCollections,gid://shopify/UrlRedirect/417318207715,/collections/papeles-pintados-old,/collections/murales
pathCollections,gid://shopify/UrlRedirect/417318240483,/collections/papeles-pintados-para-el-salon,/collections/murales-para-el-salon
pathCollections,gid://shopify/UrlRedirect/417318273251,/collections/papeles-pintados-para-el-comedor,/collections/murales-para-el-comedor
pathCollections,gid://shopify/UrlRedirect/417318306019,/collections/papeles-pintados-para-la-cocina,/collections/murales-para-la-cocina
pathCollections,gid://shopify/UrlRedirect/417318338787,/collections/papeles-pintados-para-el-dormitorio,/collections/murales-para-el-dormitorio
pathCollections,gid://shopify/UrlRedirect/417318371555,/collections/papeles-pintados-para-el-pasillo,/collections/murales-para-el-pasillo
pathCollections,gid://shopify/UrlRedirect/417318404323,/collections/papeles-pintados-infantiles,/collections/kids-murales
pathCollections,gid://shopify/UrlRedirect/417318437091,/collections/papeles-pintados-para-adolescentes,/collections/murales-para-habitaciones-de-adolescentes
pathCollections,gid://shopify/UrlRedirect/417318469859,/collections/papeles-pintados-para-una-oficina-en-casa,/collections/murales-para-una-oficina-en-casa
pathCollections,gid://shopify/UrlRedirect/417318502627,/collections/papeles-pintados-para-una-oficina-comercial,/collections/murales-para-una-oficina-comercial
pathCollections,gid://shopify/UrlRedirect/417318535395,/collections/papeles-pintados-para-espacio-publico,/collections/murales-para-un-espacio-publico
pathCollections,gid://shopify/UrlRedirect/417340293347,/collections/novedades-en-papeles-pintados,/collections/nuevos-matchwalls-murales
pathCollections,gid://shopify/UrlRedirect/417542308067,/collections/papeles-pintados-estilo-paisaje,/collections/murales-estilo-paisajes
pathCollections,gid://shopify/UrlRedirect/417542340835,/collections/papeles-pintados-estilo-artistico,/collections/murales-estilo-artistico
pathCollections,gid://shopify/UrlRedirect/417542373603,/collections/papeles-pintados-estilo-botanico,/collections/murales-estilo-botanico
pathCollections,gid://shopify/UrlRedirect/417542406371,/collections/papeles-pintados-estilo-floral,/collections/murales-estilo-floral
pathCollections,gid://shopify/UrlRedirect/417542439139,/collections/papeles-pintados-estilo-grafico,/collections/murales-estilo-grafico
pathCollections,gid://shopify/UrlRedirect/417542471907,/collections/papeles-pintados-estilo-geometrico,/collections/murales-estilo-geometrico
pathCollections,gid://shopify/UrlRedirect/417542504675,/collections/papeles-pintados-estilo-naturaleza,/collections/murales-estilo-naturaleza
pathCollections,gid://shopify/UrlRedirect/417542537443,/collections/papel-pintado-rayas,/collections/murales-estilo-a-rayas
pathCollections,gid://shopify/UrlRedirect/417542570211,/collections/papeles-pintados-estilo-estructural,/collections/murales-estilo-estructura
pathCollections,gid://shopify/UrlRedirect/417542602979,/collections/papeles-pintados-estilo-japones,/collections/murales-estilo-japones
pathCollections,gid://shopify/UrlRedirect/417542635747,/collections/papeles-pintados-estilo-marmol,/collections/murales-estilo-marmol
pathCollections,gid://shopify/UrlRedirect/417542668515,/collections/papeles-pintados-estilo-maderas,/collections/murales-estilo-maderas
pathCollections,gid://shopify/UrlRedirect/417542701283,/collections/%20papeles-pintados,/collections/murales
pathCollections,gid://shopify/UrlRedirect/417542734051,/collections/best-seller,/collections/murales-mas-vendidos-mural
pathCollections,gid://shopify/UrlRedirect/417542766819,/collections/papeles-pintados-color-blanco-y-negro,/collections/blanco-y-negro-murales
pathCollections,gid://shopify/UrlRedirect/417542799587,/collections/papeles-pintados-color-azul,/collections/murales-en-azul
pathCollections,gid://shopify/UrlRedirect/417542832355,/collections/papeles-pintados-color-amarillo,/collections/murales-en-amarillo
pathCollections,gid://shopify/UrlRedirect/417542865123,/collections/papeles-pintados-color-blanco,/collections/murales-en-blanco
pathCollections,gid://shopify/UrlRedirect/417542897891,/collections/papeles-pintados-color-beige,/collections/murales-en-beige
pathCollections,gid://shopify/UrlRedirect/417542930659,/collections/papeles-pintados-color-negro,/collections/murales-en-negro
pathCollections,gid://shopify/UrlRedirect/417542963427,/collections/papeles-pintados-color-gris,/collections/murales-en-gris
pathCollections,gid://shopify/UrlRedirect/417542996195,/collections/papeles-pintados-color-marron,/collections/murales-en-marron
pathCollections,gid://shopify/UrlRedirect/417543028963,/collections/papeles-pintados-color-rosa,/collections/murales-en-rosa
pathCollections,gid://shopify/UrlRedirect/417543061731,/collections/papeles-pintados-color-lila,/collections/murales-en-lila
pathCollections,gid://shopify/UrlRedirect/417543094499,/collections/papeles-pintados-color-verde,/collections/murales-en-verde
pathCollections,gid://shopify/UrlRedirect/417543127267,/collections/papeles-pintados-color-dorado,/collections/murales-en-dorado
pathCollections,gid://shopify/UrlRedirect/417543160035,/collections/papeles-pintados-color-plateado,/collections/murales-en-plateado
pathCollections,gid://shopify/UrlRedirect/417543192803,/collections/papeles-pintados-color-multicolor,/collections/murales-en-multicolor
pathCollections;targetHome,gid://shopify/UrlRedirect/1518269596024,/collections/lienzos,/
pathCollections;targetHome,gid://shopify/UrlRedirect/1518269628792,/collections/cuadros-rollos,/
pathCollections;targetHome,gid://shopify/UrlRedirect/1518269661560,/collections/nuevos-cuadros-matchwalls,/
pathCollections;targetHome,gid://shopify/UrlRedirect/1518269694328,/collections/nuevos-lienzos-matchwalls,/
targetHome,gid://shopify/UrlRedirect/1532808069496,/no/products/uberort-hvit-murstein-hvit-prove,/
targetHome,gid://shopify/UrlRedirect/1532808102264,/no/products/ibenholt-tre-spor-svart,/
targetHome,gid://shopify/UrlRedirect/1532808135032,/no/pages/lag-din-egen-tapetrulle,/
targetHome,gid://shopify/UrlRedirect/1532808167800,/no/products/kastanje-lund-brun,/
targetHome,gid://shopify/UrlRedirect/1532808200568,/no/collections/tegning-av-bilder-matchwallartprints,/
targetHome,gid://shopify/UrlRedirect/1532808233336,/no/products/gronne-fliser-ceraminc-1,/
targetHome,gid://shopify/UrlRedirect/1532808266104,/no/products/elegant-hvit-murstein-hvit,/
targetHome,gid://shopify/UrlRedirect/1532808298872,/no/products/rosa-lineaer-kontrast,/
targetHome,gid://shopify/UrlRedirect/1532808331640,/no/products/soloppgang-geometrisk-rosa,/
targetHome,gid://shopify/UrlRedirect/1532808364408,/no/products/inspirerende-striper-rosa,/
targetHome,gid://shopify/UrlRedirect/1532808397176,/no/collections/maleri-landskap-matchwallsmurals,/
targetHome,gid://shopify/UrlRedirect/1532808429944,/no/pages/lag-ditt-eget-kunstutskrift,/
targetHome,gid://shopify/UrlRedirect/1532808462712,/no/products/gronn-pels,/
targetHome,gid://shopify/UrlRedirect/1532808495480,/no/products/host-eik-planker-brun,/
targetHome,gid://shopify/UrlRedirect/1532808528248,/no/collections/tabeller-og-lerreter-kommersielle-kontor-matchwallsartprints,/
targetHome,gid://shopify/UrlRedirect/1532808561016,/no/pages/lag-ditt-eget-veggmaleri,/
targetHome,gid://shopify/UrlRedirect/1532808593784,/no/products/lineaer-dynamikk-rosa-prove,/
targetHome,gid://shopify/UrlRedirect/1532808626552,/no/products/barcelona-92-nostalgi-club,/
targetHome,gid://shopify/UrlRedirect/1532808659320,/no/products/urban-sketch-brown-6,/
targetHome,gid://shopify/UrlRedirect/1532808692088,/no/products/geometrisk-illusjon-blanco,/
targetHome,gid://shopify/UrlRedirect/1532808724856,/no/pages/installasjonsveiledning,/
targetHome,gid://shopify/UrlRedirect/1532808757624,/no/products/rosa-eleganse-abstrakt-prove,/
targetHome,gid://shopify/UrlRedirect/1532808790392,/no/products/flerfargede-veggmalerier-opptar-aktorveggmaleriprove,/
targetHome,gid://shopify/UrlRedirect/1532808823160,/no/products/bomullskarton-striper-rosa-prove,/
targetHome,gid://shopify/UrlRedirect/1532808855928,/no/collections/malte-papirer-kjokken-matchwallswallpapers?page=2,/
targetHome,gid://shopify/UrlRedirect/1532808888696,/no/collections/bla-lerreter-matchwallsartprints,/
targetHome,gid://shopify/UrlRedirect/1532808921464,/no/products/pop-paisley-blue-5,/
targetHome,gid://shopify/UrlRedirect/1532808954232,/no/products/stigende-kraner-azul-1,/
targetHome,gid://shopify/UrlRedirect/1532808987000,/no/products/svart-og-hvitt-beskyttet-veiprove,/
targetHome,gid://shopify/UrlRedirect/1532809019768,/no/products/sakura-verde,/
targetHome,gid://shopify/UrlRedirect/1532809052536,/no/pages/matchwalls-gavekort,/
pathAr,gid://shopify/UrlRedirect/411265990883,/ar/pages/%d8%af%d9%84%d9%8a%d9%84-%d8%a7%d9%84%d8%aa%d8%ab%d8%a8%d9%8a%d8%aa,/ar/pages/installation-guide-1
pathAr,gid://shopify/UrlRedirect/411460862179,/ar/collections/%d8%a7%d9%84%d9%84%d9%88%d8%ad%d8%a7%d8%aa-%d8%a7%d9%84%d9%82%d9%85%d8%a7%d8%b4%d9%8a%d8%a9-matchwallsartprints,/ar/collections/lienzos
