path,final_status,redirect_hops,final_url,canonical,h1,chain
/ar/collections/%d8%a7%d9%84%d9%84%d9%88%d8%ad%d8%a7%d8%aa-%d8%a7%d9%84%d9%82%d9%85%d8%a7%d8%b4%d9%8a%d8%a9-matchwallsartprints,200,3,https://www.matchwalls.com/en,https://www.matchwalls.com/en,Wallpapers and photomurals for all spaces,301 https://www.matchwalls.com/ar/collections/%d8%a7%d9%84%d9%84%d9%88%d8%ad%d8%a7%d8%aa-%d8%a7%d9%84%d9%82%d9%85%d8%a7%d8%b4%d9%8a%d8%a9-matchwallsartprints -> /ar/collections/lienzos | 301 https://www.matchwalls.com/ar/collections/lienzos -> /ar/ | 301 https://www.matchwalls.com/ar/ -> /en | 200 https://www.matchwalls.com/en
/ar/collections/%d8%ac%d8%af%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%84%d9%84%d9%85%d8%b7%d8%a8%d8%ae-matchwallsmurals,200,1,https://www.matchwalls.com/en/collections/black-painted-papers-matchwallswallpapers,https://www.matchwalls.com/en/collections/black-painted-papers-matchwallswallpapers,Black Wallpaper,301 https://www.matchwalls.com/ar/collections/%d8%ac%d8%af%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%84%d9%84%d9%85%d8%b7%d8%a8%d8%ae-matchwallsmurals -> /en/collections/black-painted-papers-matchwallswallpapers | 200 https://www.matchwalls.com/en/collections/black-painted-papers-matchwallswallpapers
/ar/collections/%d8%ae%d9%84%d9%81%d9%8a%d8%a7%d8%aa-%d8%b3%d9%88%d8%af%d8%a7%d8%a1-matchwallswallpapers,200,1,https://www.matchwalls.com/en,https://www.matchwalls.com/en,Wallpapers and photomurals for all spaces,301 https://www.matchwalls.com/ar/collections/%d8%ae%d9%84%d9%81%d9%8a%d8%a7%d8%aa-%d8%b3%d9%88%d8%af%d8%a7%d8%a1-matchwallswallpapers -> /en | 200 https://www.matchwalls.com/en
/ar/collections/lienzos,200,2,https://www.matchwalls.com/en,https://www.matchwalls.com/en,Wallpapers and photomurals for all spaces,301 https://www.matchwalls.com/ar/collections/lienzos -> /ar/ | 301 https://www.matchwalls.com/ar/ -> /en | 200 https://www.matchwalls.com/en
/ar/pages/%d8%af%d9%84%d9%8a%d9%84-%d8%a7%d9%84%d8%aa%d8%ab%d8%a8%d9%8a%d8%aa,404,1,https://www.matchwalls.com/ar/pages/installation-guide-1,https://www.matchwalls.com/404,,301 https://www.matchwalls.com/ar/pages/%d8%af%d9%84%d9%8a%d9%84-%d8%a7%d9%84%d8%aa%d8%ab%d8%a8%d9%8a%d8%aa -> /ar/pages/installation-guide-1 | 404 https://www.matchwalls.com/ar/pages/installation-guide-1
/ar/pages/installation-guide-1,404,0,https://www.matchwalls.com/ar/pages/installation-guide-1,https://www.matchwalls.com/404,,404 https://www.matchwalls.com/ar/pages/installation-guide-1
/en,200,0,https://www.matchwalls.com/en,https://www.matchwalls.com/en,Wallpapers and photomurals for all spaces,200 https://www.matchwalls.com/en
/en/collections/all-matchwallsmurals-murals,200,0,https://www.matchwalls.com/en/collections/all-matchwallsmurals-murals,https://www.matchwalls.com/en/collections/all-matchwallsmurals-murals,All Wallpaper,200 https://www.matchwalls.com/en/collections/all-matchwallsmurals-murals
/en/collections/black-murals-matchwallsmurals,200,1,https://www.matchwalls.com/en/collections/black-painted-papers-matchwallswallpapers,https://www.matchwalls.com/en/collections/black-painted-papers-matchwallswallpapers,Black Wallpaper,301 https://www.matchwalls.com/en/collections/black-murals-matchwallsmurals -> /en/collections/black-painted-papers-matchwallswallpapers | 200 https://www.matchwalls.com/en/collections/black-painted-papers-matchwallswallpapers
/en/collections/black-painted-papers-matchwallswallpapers,ERROR,0,https://www.matchwalls.com/en/collections/black-painted-papers-matchwallswallpapers,,,ERROR https://www.matchwalls.com/en/collections/black-painted-papers-matchwallswallpapers ERROR <urlopen error _ssl.c:989: The handshake operation timed out>
/en/collections/matchwalls-painted-papers-matchwallswallpapers,200,1,https://www.matchwalls.com/en/collections/all-matchwallsmurals-murals,https://www.matchwalls.com/en/collections/all-matchwallsmurals-murals,All Wallpaper,301 https://www.matchwalls.com/en/collections/matchwalls-painted-papers-matchwallswallpapers -> /en/collections/all-matchwallsmurals-murals | 200 https://www.matchwalls.com/en/collections/all-matchwallsmurals-murals
/fr/collections/bedroom-murals-matchwallsmurals,200,1,https://www.matchwalls.com/fr/collections/peintures-murales-de-chambre-matchwallsmurals,https://www.matchwalls.com/fr/collections/peintures-murales-de-chambre-matchwallsmurals,Papier Peint pour Chambre,301 https://www.matchwalls.com/fr/collections/bedroom-murals-matchwallsmurals -> https://www.matchwalls.com/fr/collections/peintures-murales-de-chambre-matchwallsmurals | 200 https://www.matchwalls.com/fr/collections/peintures-murales-de-chambre-matchwallsmurals
/fr/collections/bedroom-painted-papers-matchwallswallpa,200,2,https://www.matchwalls.com/fr/collections/peintures-murales-de-chambre-matchwallsmurals,https://www.matchwalls.com/fr/collections/peintures-murales-de-chambre-matchwallsmurals,Papier Peint pour Chambre,301 https://www.matchwalls.com/fr/collections/bedroom-painted-papers-matchwallswallpa -> /fr/collections/bedroom-murals-matchwallsmurals | 301 https://www.matchwalls.com/fr/collections/bedroom-murals-matchwallsmurals -> https://www.matchwalls.com/fr/collections/peintures-murales-de-chambre-matchwallsmurals | 200 https://www.matchwalls.com/fr/collections/peintures-murales-de-chambre-matchwallsmurals
/fr/collections/documents-peints-de-la-nature-matchwallswallpapers,200,1,https://www.matchwalls.com/fr/collections/peintures-murales-de-la-nature-matchwallsmurals,https://www.matchwalls.com/fr/collections/peintures-murales-de-la-nature-matchwallsmurals,Papier Peint Nature,301 https://www.matchwalls.com/fr/collections/documents-peints-de-la-nature-matchwallswallpapers -> /fr/collections/peintures-murales-de-la-nature-matchwallsmurals | 200 https://www.matchwalls.com/fr/collections/peintures-murales-de-la-nature-matchwallsmurals
