url,language,type,handle,policy_group,scope_priority,matched_terms,language_mismatch_flags,other_flags,product_js_url,product_js_status,fetch_error,product_id_public,product_handle_js,product_title_js,product_type_js,vendor_js,tags_count_js,tags_js,available_js,variants_count_js,variant_ids_js,price_min_js,price_max_js,mapping_status,inferred_main_handle,inferred_main_url,mapping_confidence,mapping_reason,candidate_variants_checked,suggested_policy_011B,admin_product_id_status,seo_hidden_admin_value,public_noindex_sample_status,public_canonical_sample_status,public_h1_sample_status,audit_http_status,audit_final_url,audit_title,audit_meta_description,audit_meta_robots,audit_canonical,audit_hreflang_count,audit_h1_count,audit_h1,audit_schema_types,audit_aggregate_rating,audit_review_schema,audit_estado,public_indexability_effect_from_audit
https://www.matchwalls.com/de/products/beige-classic-ladies-probe,de,products,beige-classic-ladies-probe,sample_product_candidate,PRIORITARIO,de_probe,,,https://www.matchwalls.com/de/products/beige-classic-ladies-probe.js,200,,14835719471480,beige-classic-ladies-probe,Beige Classic Ladies Probe,Probe,MatchWalls,0,,True,1,54775539990904,450.0,450.0,SIN_MAPEO_PUBLICO_EXACTO,,,no_confirmada,no_exact_handle_candidate_in_same_language_sitemap,beige-classic-ladies|beige-classic-ladies|beige-classic-ladies|beige-classic-ladies,REVISAR_ANTES_DE_NOINDEX_POR_MAPEO_NO_CONFIRMADO,NO ACCESIBLE,NO ACCESIBLE,NO_NOINDEX_DETECTADO_EN_MUESTRA_011B,CANONICAL_SELF,H1_PRESENTE,NO ACCESIBLE,,,,,,,,,,,,no_rastreada,NO_ACCESIBLE_O_INCOMPLETO_EN_AUDITORIA
https://www.matchwalls.com/de/products/beige-zeitgenossische-klassische-probe,de,products,beige-zeitgenossische-klassische-probe,sample_product_candidate,PRIORITARIO,de_probe,,,https://www.matchwalls.com/de/products/beige-zeitgenossische-klassische-probe.js,200,,14835721961848,beige-zeitgenossische-klassische-probe,Beige zeitgenössische klassische Probe,Probe,MatchWalls,0,,True,1,54775544054136,450.0,450.0,SIN_MAPEO_PUBLICO_EXACTO,,,no_confirmada,no_exact_handle_candidate_in_same_language_sitemap,beige-zeitgenossische-klassische|beige-zeitgenossische-klassische|beige-zeitgenossische-klassische|beige-zeitgenossische-klassische,REVISAR_ANTES_DE_NOINDEX_POR_MAPEO_NO_CONFIRMADO,NO ACCESIBLE,NO ACCESIBLE,NO COMPROBADO EN 011B2,NO COMPROBADO EN 011B2,NO COMPROBADO EN 011B2,NO ACCESIBLE,,,,,,,,,,,,no_rastreada,NO_ACCESIBLE_O_INCOMPLETO_EN_AUDITORIA
https://www.matchwalls.com/de/products/beige-zeitgenossische-tartan-probe,de,products,beige-zeitgenossische-tartan-probe,sample_product_candidate,PRIORITARIO,de_probe,,,https://www.matchwalls.com/de/products/beige-zeitgenossische-tartan-probe.js,200,,14835720716664,beige-zeitgenossische-tartan-probe,Beige zeitgenössische Tartan -Probe,Probe,MatchWalls,0,,True,1,54775541891448,450.0,450.0,SIN_MAPEO_PUBLICO_EXACTO,,,no_confirmada,no_exact_handle_candidate_in_same_language_sitemap,beige-zeitgenossische-tartan|beige-zeitgenossische-tartan|beige-zeitgenossische-tartan|beige-zeitgenossische-tartan,REVISAR_ANTES_DE_NOINDEX_POR_MAPEO_NO_CONFIRMADO,NO ACCESIBLE,NO ACCESIBLE,NO COMPROBADO EN 011B2,NO COMPROBADO EN 011B2,NO COMPROBADO EN 011B2,200,https://www.matchwalls.com/de/products/beige-zeitgenossische-tartan-probe,Beige zeitgenössische Tartan -ProbeAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,"""Contemporary Tartan"" ist eine Tapete, die moderne Linien in Blau- und Graustönen kombiniert, die jedem Raum eine frische und jugendliche Berührung verleihen.Die Tapete ""Contemporary Tartan"" repräsentiert eine moderne und erfrischende Version des klassischen Tartan -Designs. Mit einer Farbpalette in hellblauen und grau",,https://www.matchwalls.com/de/products/beige-zeitgenossische-tartan-probe,8,1,Beige zeitgenössische Tartan -Probe,Brand | BreadcrumbList | ImageObject | ListItem | Offer | Product | QuantitativeValue,no,no,verificada_http_200,INDEXABLE_PUBLICAMENTE_SEGUN_AUDITORIA
https://www.matchwalls.com/de/products/blaue-kosmische-tanzprobe,de,products,blaue-kosmische-tanzprobe,sample_product_candidate,PRIORITARIO,de_probe,,,https://www.matchwalls.com/de/products/blaue-kosmische-tanzprobe.js,200,,14835718095224,blaue-kosmische-tanzprobe,Blaue kosmische Tanzprobe,Probe,MatchWalls,0,,True,1,54775537926520,450.0,450.0,SIN_MAPEO_PUBLICO_EXACTO,,,no_confirmada,no_exact_handle_candidate_in_same_language_sitemap,,REVISAR_ANTES_DE_NOINDEX_POR_MAPEO_NO_CONFIRMADO,NO ACCESIBLE,NO ACCESIBLE,NO COMPROBADO EN 011B2,NO COMPROBADO EN 011B2,NO COMPROBADO EN 011B2,NO ACCESIBLE,,,,,,,,,,,,no_rastreada,NO_ACCESIBLE_O_INCOMPLETO_EN_AUDITORIA
https://www.matchwalls.com/de/products/blue-classic-grid-probe,de,products,blue-classic-grid-probe,sample_product_candidate,PRIORITARIO,de_probe,,,https://www.matchwalls.com/de/products/blue-classic-grid-probe.js,200,,14835720946040,blue-classic-grid-probe,Blue Classic Grid Probe,Probe,MatchWalls,0,,True,1,54775542317432,450.0,450.0,SIN_MAPEO_PUBLICO_EXACTO,,,no_confirmada,no_exact_handle_candidate_in_same_language_sitemap,blue-classic-grid|blue-classic-grid|blue-classic-grid|blue-classic-grid,REVISAR_ANTES_DE_NOINDEX_POR_MAPEO_NO_CONFIRMADO,NO ACCESIBLE,NO ACCESIBLE,NO COMPROBADO EN 011B2,NO COMPROBADO EN 011B2,NO COMPROBADO EN 011B2,200,https://www.matchwalls.com/de/products/blue-classic-grid-probe,Blue Classic Grid ProbeAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,"""Classical Grid"" ist ein Tapete, das ein einfaches, aber elegantes Gitter in blauen Tönen auf einem weißen Hintergrund bietet, ideal für Räume, die eine saubere und organisierte Ästhetik suchen.Das ""Classic Grid"" Wallpaper bietet ein subtiles und zeitloses Design, das sich perfekt an jede Umgebung anpasst, in der Klarh",,https://www.matchwalls.com/de/products/blue-classic-grid-probe,8,1,Blue Classic Grid Probe,Brand | BreadcrumbList | ImageObject | ListItem | Offer | Product | QuantitativeValue,no,no,verificada_http_200,INDEXABLE_PUBLICAMENTE_SEGUN_AUDITORIA
https://www.matchwalls.com/de/products/blue-classic-ladies-probe,de,products,blue-classic-ladies-probe,sample_product_candidate,PRIORITARIO,de_probe,,,https://www.matchwalls.com/de/products/blue-classic-ladies-probe.js,200,,14835719569784,blue-classic-ladies-probe,Blue Classic Ladies Probe,Probe,MatchWalls,0,,True,1,54775540154744,450.0,450.0,SIN_MAPEO_PUBLICO_EXACTO,,,no_confirmada,no_exact_handle_candidate_in_same_language_sitemap,blue-classic-ladies|blue-classic-ladies|blue-classic-ladies|blue-classic-ladies,REVISAR_ANTES_DE_NOINDEX_POR_MAPEO_NO_CONFIRMADO,NO ACCESIBLE,NO ACCESIBLE,NO COMPROBADO EN 011B2,NO COMPROBADO EN 011B2,NO COMPROBADO EN 011B2,NO ACCESIBLE,,,,,,,,,,,,no_rastreada,NO_ACCESIBLE_O_INCOMPLETO_EN_AUDITORIA
https://www.matchwalls.com/de/products/blue-contemporary-classic-probe,de,products,blue-contemporary-classic-probe,sample_product_candidate,PRIORITARIO,de_probe,,,https://www.matchwalls.com/de/products/blue-contemporary-classic-probe.js,200,,14835721798008,blue-contemporary-classic-probe,Blue Contemporary Classic Probe,Probe,MatchWalls,0,,True,1,54775543824760,450.0,450.0,SIN_MAPEO_PUBLICO_EXACTO,,,no_confirmada,no_exact_handle_candidate_in_same_language_sitemap,blue-contemporary-classic|blue-contemporary-classic|blue-contemporary-classic|blue-contemporary-classic,REVISAR_ANTES_DE_NOINDEX_POR_MAPEO_NO_CONFIRMADO,NO ACCESIBLE,NO ACCESIBLE,NO COMPROBADO EN 011B2,NO COMPROBADO EN 011B2,NO COMPROBADO EN 011B2,NO ACCESIBLE,,,,,,,,,,,,no_rastreada,NO_ACCESIBLE_O_INCOMPLETO_EN_AUDITORIA
https://www.matchwalls.com/de/products/blue-contemporary-tartan-probe,de,products,blue-contemporary-tartan-probe,sample_product_candidate,PRIORITARIO,de_probe,,,https://www.matchwalls.com/de/products/blue-contemporary-tartan-probe.js,200,,14835720814968,blue-contemporary-tartan-probe,Blue Contemporary Tartan Probe,Probe,MatchWalls,0,,True,1,54775542022520,450.0,450.0,SIN_MAPEO_PUBLICO_EXACTO,,,no_confirmada,no_exact_handle_candidate_in_same_language_sitemap,blue-contemporary-tartan|blue-contemporary-tartan|blue-contemporary-tartan|blue-contemporary-tartan,REVISAR_ANTES_DE_NOINDEX_POR_MAPEO_NO_CONFIRMADO,NO ACCESIBLE,NO ACCESIBLE,NO COMPROBADO EN 011B2,NO COMPROBADO EN 011B2,NO COMPROBADO EN 011B2,NO ACCESIBLE,,,,,,,,,,,,no_rastreada,NO_ACCESIBLE_O_INCOMPLETO_EN_AUDITORIA
https://www.matchwalls.com/de/products/blue-forest-whispering-probe,de,products,blue-forest-whispering-probe,sample_product_candidate,PRIORITARIO,de_probe,,,https://www.matchwalls.com/de/products/blue-forest-whispering-probe.js,200,,14835716882808,blue-forest-whispering-probe,Blue Forest Whispering Probe,Probe,MatchWalls,0,,True,1,54775534748024,450.0,450.0,SIN_MAPEO_PUBLICO_EXACTO,,,no_confirmada,no_exact_handle_candidate_in_same_language_sitemap,blue-forest-whispering|blue-forest-whispering|blue-forest-whispering|blue-forest-whispering,REVISAR_ANTES_DE_NOINDEX_POR_MAPEO_NO_CONFIRMADO,NO ACCESIBLE,NO ACCESIBLE,NO COMPROBADO EN 011B2,NO COMPROBADO EN 011B2,NO COMPROBADO EN 011B2,NO ACCESIBLE,,,,,,,,,,,,no_rastreada,NO_ACCESIBLE_O_INCOMPLETO_EN_AUDITORIA
https://www.matchwalls.com/de/products/blue-harmony-stripe-probe,de,products,blue-harmony-stripe-probe,sample_product_candidate,PRIORITARIO,de_probe,,,https://www.matchwalls.com/de/products/blue-harmony-stripe-probe.js,200,,14835714261368,blue-harmony-stripe-probe,Blue Harmony Stripe Probe,Probe,MatchWalls,0,,True,1,54775529341304,450.0,450.0,SIN_MAPEO_PUBLICO_EXACTO,,,no_confirmada,no_exact_handle_candidate_in_same_language_sitemap,blue-harmony-stripe|blue-harmony-stripe|blue-harmony-stripe|blue-harmony-stripe,REVISAR_ANTES_DE_NOINDEX_POR_MAPEO_NO_CONFIRMADO,NO ACCESIBLE,NO ACCESIBLE,NO COMPROBADO EN 011B2,NO COMPROBADO EN 011B2,NO COMPROBADO EN 011B2,NO ACCESIBLE,,,,,,,,,,,,no_rastreada,NO_ACCESIBLE_O_INCOMPLETO_EN_AUDITORIA
