path,final_status,redirect_hops,final_url,canonical,h1,title,meta_robots,x_robots_tag,visible_noindex,chain
/collections/muestras,404,0,https://www.matchwalls.com/collections/muestras,https://www.matchwalls.com/404,,404 No encontrado,,,no,404 https://www.matchwalls.com/collections/muestras
/products/echoing-corridor,404,0,https://www.matchwalls.com/products/echoing-corridor,https://www.matchwalls.com/404,,404 No encontrado,,,no,404 https://www.matchwalls.com/products/echoing-corridor
/products/echoing-corridor-3,404,0,https://www.matchwalls.com/products/echoing-corridor-3,https://www.matchwalls.com/404,,404 No encontrado,,,no,404 https://www.matchwalls.com/products/echoing-corridor-3
/products/ember-glow-marron,404,0,https://www.matchwalls.com/products/ember-glow-marron,https://www.matchwalls.com/404,,404 No encontrado,,,no,404 https://www.matchwalls.com/products/ember-glow-marron
/products/endless-horizon-3,404,1,https://www.matchwalls.com/products/echoing-corridor,https://www.matchwalls.com/404,,404 No encontrado,,,no,301 https://www.matchwalls.com/products/endless-horizon-3 -> /products/echoing-corridor | 404 https://www.matchwalls.com/products/echoing-corridor
/products/melodic-flow,404,0,https://www.matchwalls.com/products/melodic-flow,https://www.matchwalls.com/404,,404 No encontrado,,,no,404 https://www.matchwalls.com/products/melodic-flow
/products/muestra-desnudos-blanco-y-negro,404,1,https://www.matchwalls.com/collections/muestras,https://www.matchwalls.com/404,,404 No encontrado,,,no,301 https://www.matchwalls.com/products/muestra-desnudos-blanco-y-negro -> /collections/muestras | 404 https://www.matchwalls.com/collections/muestras
/products/poster-de-papel-mate-calidad-museo-con-marco-de-madera,404,1,https://www.matchwalls.com/products/echoing-corridor-3,https://www.matchwalls.com/404,,404 No encontrado,,,no,301 https://www.matchwalls.com/products/poster-de-papel-mate-calidad-museo-con-marco-de-madera -> /products/echoing-corridor-3 | 404 https://www.matchwalls.com/products/echoing-corridor-3
/products/rusted-horizon-marron-copia,404,1,https://www.matchwalls.com/products/ember-glow-marron,https://www.matchwalls.com/404,,404 No encontrado,,,no,301 https://www.matchwalls.com/products/rusted-horizon-marron-copia -> /products/ember-glow-marron | 404 https://www.matchwalls.com/products/ember-glow-marron
/products/urban-geometrico,404,1,https://www.matchwalls.com/products/urban-geometrico-beige,https://www.matchwalls.com/404,,404 No encontrado,,,no,301 https://www.matchwalls.com/products/urban-geometrico -> /products/urban-geometrico-beige | 404 https://www.matchwalls.com/products/urban-geometrico-beige
/products/urban-geometrico-beige,404,0,https://www.matchwalls.com/products/urban-geometrico-beige,https://www.matchwalls.com/404,,404 No encontrado,,,no,404 https://www.matchwalls.com/products/urban-geometrico-beige
/products/urban-geometrico-beige-copia,404,1,https://www.matchwalls.com/products/urban-geometrico-gris,https://www.matchwalls.com/404,,404 No encontrado,,,no,301 https://www.matchwalls.com/products/urban-geometrico-beige-copia -> /products/urban-geometrico-gris | 404 https://www.matchwalls.com/products/urban-geometrico-gris
/products/urban-geometrico-gris,404,0,https://www.matchwalls.com/products/urban-geometrico-gris,https://www.matchwalls.com/404,,404 No encontrado,,,no,404 https://www.matchwalls.com/products/urban-geometrico-gris
/products/urban-sketch-beige-copia,404,1,https://www.matchwalls.com/products/melodic-flow,https://www.matchwalls.com/404,,404 No encontrado,,,no,301 https://www.matchwalls.com/products/urban-sketch-beige-copia -> /products/melodic-flow | 404 https://www.matchwalls.com/products/melodic-flow
